,title,video_id,channel_title,channel_id,description,date,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,country
281,"[일본반응] 韓 KFX 주요장비 AESA 레이더, 한국 국내기술로 개발",XWemwLhPHuI,해외네티즌반응,UCWChazNpbbTMk1jCaRSwrvw,http://www.gasengi.com (가생이닷컴 공식 제휴 채널) ☆ 우리 공군의 차세대 국산 전투기 KF-X에 탑재될 핵심장비 AESA 레이더의 첫 시제품이 지난 8월 7일 공개 ...,2020-08-10,10509.0,341.0,10.0,0.0,58.0,일본
282,(해외반응)한국영화 승리호에 대한 해외팬들의 반응/ 이제 은하계는 아시아인들에게 지배하라고 해   #해외반응 #승리호 #한류,T26HtAUr_UA,헐이슈 TV,UCcyRTiuJ24CsOCRZdGvx-qw,이번영상에서는 한국영화 승리호에 대한 소개와 예고편을 본 해외팬들의 반응을 알아보았습니다. 미래 우주를 다룬 첫 한국영화인 승리호는 과연 승리를 쟁취할수 ...,2020-08-07,9449.0,149.0,1.0,0.0,60.0,아시아
283,[해외반응] 한국은 이런것도 가능하다 2탄 !!                       #일본반응 #해외반응 #외국반응 #외국인반응 #현지반응 #국뽕 #한국문화 #최신영상,2EhokZAYL4g,다른생각TV,UC-kHm6OIeijAMTXZjJiLPVA,어느나라도 신경쓰지 않지만 한국은 이런것도 편리한게 가능하다!! #해외반응 #외국반응 #일본반응 #현지반응 #국뽕 #한국문화 #외국인반응 #미국반응 #유럽반응 ...,2020-08-06,12285.0,474.0,8.0,0.0,15.0,일본
285,"한국, 스위스에 수소트럭 수출 성공~ (한국판 뉴딜 Why 시리즈) | 감이슈",bxdYuhiVGh4,대한민국 산업통상자원부,UCoNGys8NV8iInPK-AyTSgTA,한국판뉴딜 #그린뉴딜 내 삶을 바꾸는 #친환경미래모빌리티 최근 국내 한 자동차 업체가 개발한 수소트럭이 스위스에 수출되었습니다. 그런데 스위스는 왜!,2020-08-07,15970.0,70.0,2.0,0.0,16.0,스위스
286,"[일본반응] 일본 인기 연예인, &quot;영어만 된다면 일본 아이돌이 한국 아이돌보다 낫다!!&quot; 발언에 일본네티즌들도 절레절레, &quot;아 그건 좀...&quot;",eUVo1U5tI3c,심심풀이 반응채널,UCkECgrNiNh9mX7gMmjA_6hg,"일본의 아이돌 출신 인기 연예인이 ""영어만 된다면, 한국 아이돌보다 일본 아이돌이 더 인기일 것"" 이라고 발언을 해서 큰 화제가 되고 있습니다.",2020-08-07,9074.0,131.0,8.0,0.0,72.0,일본
287,(해외반응)한국에선 한번도 경험 못한 일이 일본엔 매번 일어나는 상황 / 이것이 아소다로가 말한 민도인가? / 일본 가글 사재기 붐에 대한 일본반응 전해드립니다.,A0CKaPv7e4o,리코멘트,UCQfmBR-wPb3bhdZqjGTXQfQ,리코멘트 구독하기 : https://bit.ly/2ZQnPAx 비가 많이 오고 있습니다. 모두 아무 피해 없으시길 바랍니다. 오늘도 시청 해주셔서 감사합니다. 구독과 좋아요는 제게 큰 ...,2020-08-06,354.0,13.0,1.0,0.0,3.0,일본
288,[일본반응] &#39;한국웹툰에 일본은 하청업체가 되어간다 한탄/ 세계최강이었지만 한국에 터전 빼앗긴 상황,6R9zqU0zSAc,반응막고돌려차,UC08RJ8l4-rfAEyYHGKCUsLw,해외의 반응을 막고 돌려차는 반응막고돌려차입니다. 좋아요는 사랑입니다. 구독으로 반응막고돌려차 응원하자 - https://bit.ly/3jeDtfP 화제가 되거나 흥미있는 해외의 ...,2020-08-10,287.0,7.0,0.0,0.0,0.0,일본
290,[이슈] 한국한테 배우라고? 일본 기사 맞아?? 희한하네? 네티즌 반응이 너무 궁금하잖아#일본반응 #해외반응 #한류 #한류드라마 #사랑의불시착 #사이코지만괜찮아#이태원클라쓰#국뽕,tkt54-pqwlY,타임앤이슈Time&Issue,UCIOt6Bkf7px6jCtQwettITQ,"지난 8월 8일, 일본의 리얼사운드에서 '일본을 누를 다음 한류스타는? 사랑의 불시착, 이태원클라쓰, 사이코지만 괜찮아에서 찾는다.'라는 기사가 소개됐습니다.",2020-08-10,8709.0,243.0,11.0,0.0,22.0,일본
291,일본반응 한국의 KFX 전투기 AESA 레이더 기술개발 시제품 출고 깜짝놀란 일본 ! 군사무기 세계 해외반응,aet9fC58_YA,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,KFX#AESA레이더#일본반응#해외반응#반응 한국의 국산 기술로 개발한 KFX 스텔스 전투기 AESA 레이더 ! 정말 대단하군요 ! 세계 GDP 경제 순위 군사력 현무 ...,2020-08-10,40091.0,734.0,33.0,0.0,83.0,일본
292,이탈리아에서 한국으로 왔는데 서울 길거리 상황을 보고 진짜 놀랐네요! 동생도 놀라는 반응을 보였습니다...,tf3cNuItzUI,레만 Reman [로마사는 한국남자],UC0MhsY1Nc467re-66o6xwRg,이탈리아에서 살다가 한국 서울의 길거리를 걷다보니 길 바닥에서 레이저빔 처럼 신호등 불빛이 나오는 것을 보고 정말 깜짝 놀랐습니다. 디지털 강국인건 알았는데 ...,2020-08-08,52987.0,1637.0,34.0,0.0,95.0,이탈리아
293,[일본반응]한국의 소주가 세계 판매 1위라는 소식을 들은 일본인들 깜짝 놀란 반응!,FkQY2AdLiAo,원더라이프_Wonder life,UCOHz3ELkbI5v9xR2gCTpiXA,한국의 소주가 세계 판매 1위라는 소식을 들은 일본인들 깎아내리기 바쁜 반응! 미국 ESPN과 NBC에 처음으로 광고를 송출하는데 세계에서 가장 많이 판매되는 ...,2020-08-07,327.0,5.0,4.0,0.0,1.0,일본
294,"[일본반응] 트럼프, 폭탄 관세 자화자찬 지금 한국이 웃고 있는 이유, 소비자가 원하는 건 따로 있다, 참교육 반응",H9ILYp-mZUk,와트맨,UCCMxAf6uEc0csVVdW1dkkxw,"[일본반응] 트럼프, 폭탄 관세 자화자찬 지금 한국이 웃고 있는 이유, 소비자가 원하는 건 따로 있다, 참교육 반응 안녕하세요. 와트맨 채널은 해외 이슈를 주로 다루며 ...",2020-08-08,6780.0,397.0,9.0,0.0,12.0,일본
295,이탈리아에서 6년만에 한국으로 왔는데 남산에서 서울 상황을 보고 감동했습니다! 가족 모두가 놀라는 반응이네요…,hKpfjjLhmPs,레만 Reman [로마사는 한국남자],UC0MhsY1Nc467re-66o6xwRg,자가격리 후 남산 타워에 다녀왔습니다. 6년만에 한국에 와서 남산에 올라가 현재 상황을 봤는데 생각보다 사람들이 적었고 서울의 경치를 바라보면서 감동했네요.,2020-08-09,17934.0,948.0,16.0,0.0,57.0,이탈리아
296,"『일본반응』 일본 인터넷 우익들은 왜 음모론, 루머를 통해 한국을 깎아내리고 싫어하는거야? - 이 내용을 본 일본 네티즌의 반응은??",lbeBJp51Qo8,지구촌한국 Global Korea,UC-r9MbaiWrWJ0YvEROWZZwQ,일본 커뮤니티에 인터넷 우익은 왜 음모론과 루머로 한국을 깎아내리고 싫어하는건지를 묻는 게시글이 달렸습니다. 이 내용을 본 반응입니다. BGM ✔️Track ...,2020-08-08,1403.0,35.0,6.0,0.0,6.0,일본
297,일본 지하철의 획기적인(?) 안내시스템을 본 한국 네티즌들의 반응,mlMI4qR6Tmc,뉴스킹,UClOg34aPlf3GWZZ6ojt0WYQ,네티즌반응 #일본상황 #한국반응 구독을 누르면 더 많은 영상을 볼 수 있어요--------https://bit.ly/2B0Cj3x.,2020-08-14,131270.0,2717.0,84.0,0.0,453.0,일본
300,한국 음식 처음먹은 리얼 일본인 반응! (ft. 실버버튼 언박싱),k03UNwBXyfE,브레드쿤ブラッドくん bradkun,UC4YWYyS8bb0W205lLC3kncg,항상 브레드바에서 맵고 짠음식만 먹던 우리 친구들이 드디어 밖에나와 맛있는 음식을 함께했습니다 ㅠㅠ 고생많았다 애두라 ㅠㅠ いつもブラッドバーでしょっぱい、 ...,2020-08-12,258127.0,4603.0,82.0,0.0,461.0,일본
301,"처음보는 한국 조폭영화, 영화 &#39;신세계&#39;를 본 일본인의 반응은? #한일커플 #한국영화 #신세계",JwG2OcWTdwA,웅짱TVうんちゃんTV,UCQADnOfZo748epEm-PVgtLg,이번엔 3명이서 영화 리뷰 영상을 찍었습니다! 가끔은 이렇게 풀멤버가 아닌 형태로도 찍게 될 거 같네요 ^^;; 영상 재밌게 봐주시면 감사하겠습니다~~ Insta ID ...,2020-08-16,577640.0,6041.0,180.0,0.0,807.0,일본
304,한국 치킨 3대장을 먹어본 이란미녀의 반응은?,5IGfFXl9iY0,딩글 Dinggle,UCDih-87kuRMA8uFcrx10Wlw,안녕하세요 여러분~! CLAB 걸즈입니다 오늘의 주제는 이란에서 오신 호다니쿠씨와 함께 해봤는데요~! 이란 여성이 치킨을 먹는다면 어떤 반응일까요? 요즘 먹방에 ...,2020-08-14,38513.0,1451.0,14.0,0.0,109.0,이란
305,중국반응│한국생활 금기사항│한국에서 절대 하지 말아야 할 행동들│한국 가려면 이거만은 알고 가자│중국어로[路],CWIt5-nxYVE,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,한국에서 절대 하지 말아야하는 행동들 중국인 하지 말았으면 하는 행동들 중국인들이 말하는 한국생활 금기사항을 알려드립니다 한국 가기전에 꼭 알고 가야하는 ...,2020-08-17,577527.0,8591.0,255.0,0.0,866.0,중국
306,(해외반응)한국 배우에게 고백한 일본 여배우/일본 여배우와 아이돌이 몽땅 한국 남자에게 넘어가는 시대  #해외반응 #일본반응 #한류,FICUNPcMWzY,헐이슈 TV,UCcyRTiuJ24CsOCRZdGvx-qw,이번 영상에서는 한국 배우에 대해 고백을 한 일본 여배우의 소식을 다룬 일간겐다이 디지털의 기사 하나를 소개해 드리겠습니다. 그리고 그 기사를 읽은 일본인들의 ...,2020-08-17,92827.0,1270.0,67.0,0.0,387.0,일본
307,중국반응│한국 극초음속 미사일 개발│유도무기와 초음속미사일 고위력탄두 자주위성 항법시스템 개발│대한민국 전투력 국방력 상승│중국어로[路],a5ACpWsgX7o,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,정경두 국방부 장관은 지난 5일 대전 국방과학연구소 창설 50주년 기념식에서 극초음속 미사일의 개발을 가속화하겠다고 밝혔습니다. 한국군이 극초음속 미사일 ...,2020-08-12,447135.0,5948.0,211.0,0.0,634.0,중국
308,중국반응│한국에서 뻘쭘했던 기억│한중 문화차이로 당황했던 순간들│배꼽잡는 나의 한국생활 적응기 현웃주의│중국어로[路],6FfFYWMvuQg,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,누구나 그렇듯 낯선 곳에서 당황했던 기억이 하나씩 있을 거에요 특히 문화가 다른 외국이라면 더욱 그렇겠죠? 중국인들이 한국에서 겪은 뻘쭘했던 순간들을 모아 ...,2020-08-14,303674.0,6325.0,159.0,0.0,561.0,중국
310,[해외반응] 한국에 여행한 헐리우드 연예인들 사진보고 해외여론 놀란 이유 &quot;한국에만 가능하네&quot;! 세계연예인 왜 일본말고 한국 선택? #일본#일본반응#한국#한국반응#해외반응,01W-a4sdtxY,뉴스탓,UCq2LrVSAavXDBl7dNvdkwlA,"[해외반응] 한국에 여행한 헐리우드 연예인들 사진보고 해외여론 놀란 이유 ""한국에만 가능하네""! 세계연예인 왜 일본말고 한국 선택? #일본#일본반응#한국#한국 ...",2020-08-17,9751.0,134.0,49.0,0.0,12.0,일본
311,[일본반응] 한국의 현무 미사일 SLBM 핵잠수함 개발 ! 깜짝놀란 일본 ! 핵무장 핵보유국 한국군 군사력 해외반응,tt8eG1yjxxk,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,현무 미사일#해외반응#외국인반응#네티즌반응#일본반응 한국의 핵잠수함 SLBM 개발 ! 미래에는 현무4 미사일이 탑재될 가능성이 높군요 ! 세계가 주목하는 한국의 ...,2020-08-16,49719.0,969.0,39.0,0.0,59.0,일본
312,"일본 반응과 중국 한국 미국에 대한 역사의식 &quot;미국이 전쟁에서 일본에게 무슨짓을 했는지 알아요?&quot; 내로남불! 미국-일본 혼혈이 느낀 진주만 공습 후, 원자 핵 폭탄까지 일본 역사!",cNyPzcsXVbs,올타구 · 시사 이슈 문화,UCIrTicxp5LiAZ4qz9j6k9QA,COPYRIGHT c 2020 ALL TAG ALL RIGHTS RESERVED * 인트로 음향은 DayDreamSound 에서 제작되었습니다. * 인트로 음성은 인공지능 성우 서비스 타입 ...,2020-08-13,3283.0,0.0,0.0,0.0,19.0,중국 미국 일본
313,[일본반응] 한국 경제 튼튼한데 왜 착각하냐며 일본인들 자존심 박살낸 영국 경제학자,71PPhITIF5w,소녀통신 • 조회수239만회,UCjDWkLPAXMbQB5wiwc-BytA,일본에서 굉장히 유명한 경제학자가 있습니다 세계 적인 명문 옥스퍼드 대학에서 일본학을 전공하고 이후 골드만 삭스에서 일하고 일본 경제의 전설의 애널 리스트로 ...,2020-08-14,421488.0,9575.0,339.0,0.0,690.0,영국 일본
314,[해외반응] 한국의 진돗개 영상에 난리난 외국반응!! 지금까지 이런개는 없었다 이것은 늑대인가? 북극곰인가?  #일본반응 #해외반응 #외국반응 #진돗개 #국뽕 #강아지 #애완견,7DWoqKYLH_w,다른생각TV,UC-kHm6OIeijAMTXZjJiLPVA,요즘 한국이 많이 이슈가 되면서 한국의 강이지 영상이 외국에서 많이 올라오고 있습니다 한국 진돗개 사진이나 영상을 본 해외반응 입니다 #해외반응 #일본반응 ...,2020-08-13,17341.0,387.0,12.0,0.0,21.0,일본
315,"[중국반응] 한국 앞에 무릎 꿇은 일본, 중국인도 칭찬하는 한국정신 #중국반응 #한일관계 #중국어공부",ONrTWSASF48,중국어하는 씨몬씨TV,UCBptr2Rt4AMEhns4pcInpuA,안녕하세요~ 씨몬이에요 ^^ 이번 영상은 중국네티즌 사이에서 큰 이슈가 되었 던 내용으로 실제 중국 사람들이 댓글을 통해 어떻게 표현하는지 영상을 통해 함께 배워 ...,2020-08-17,1165.0,56.0,8.0,0.0,30.0,중국 인도 일본
316,[일본반응] 한국 엔터테인먼트는 왜 그렇게 수준이 높지?,cYsYHmD5jQ8,쿠키티비,UCbo7bNbgNs9v8Lm4Aox8IUw,"사랑의불시착,#이태원클라쓰,#4차한류붐, #한국드라마 #일본반응 한국 엔터테인먼트는 왜 그렇게 수준이 높지? 일본인이 생각하는 한국 드라마및 영화, 엔터가 ...",2020-08-13,71075.0,1006.0,42.0,0.0,183.0,일본
317,[일본반응] 짐로저스가 말하는 일본이 한국의 평화를 원하지않는 이유 ! 한국의 잠재력이 두려운 아베 ! 세계 선진국 경제 ! 해외반응,Qa3AIZ9irGc,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응#외국인반응#네티즌반응#일본반응#반응 짐로저스 한국예언 미래 현무4 현무 미사일 KFX 전투기 깡통튜브 최고수익률 베트남반응 중국반응 페페tv 쓸모왕 ...,2020-08-17,5156.0,207.0,4.0,0.0,13.0,일본
319,[일본반응] 한국이 1인당 GDP에서 일본을 // 앞서자 발칵 뒤집힌 일본 반응,K7PAhKZ15Z0,소녀통신 • 조회수239만회,UCjDWkLPAXMbQB5wiwc-BytA,"얼마전 구매력 (PPP : Purchasing-Power Parity) 기준 1인당 GDP에서 한국이 일본을 앞질렀다는 소식이 들려왔습니다 (OECD자료) 물론 OECD, IMF, 세계은행, UN ...",2020-08-18,86699.0,2520.0,79.0,0.0,223.0,일본
321,[일본반응] 한국의 세계 GDP 경제 순위가 놀라운 이유 ! 한국이 설마 이정도였다니 충격 경악 깜짝놀란 일본 ! 해외반응,DIhMd3HzjNo,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,한국#일본반응#해외반응#네티즌반응#반응 선진국 강대국 전 세계가 극찬하는 한국의 엄청난 경제력 ! 정말 대단하군요 ! 과거에는 상상치도 못한 일들이 벌어 ...,2020-08-18,64243.0,1226.0,49.0,0.0,81.0,일본
324,|중국반응| 선진국인 한국의 의료환경은 중국과 어떠한 차이가 있을까? 직접 체험한 중국인들이 가장 큰 차이로 느끼는 점은?,oCbDrfq7qp0,오모양의 5분 중국이야기,UCz5m-ntKjN4CK_NRal1psuA,최근 중국의 한 온라인 채널에 우리나라 의료환경과 관련된 영상이 하나 올라왔는데요 게시자는 선진국인 한국 병원은 중국 병원과 비교했을 때 어떠한 차이가 있는가 ...,2020-08-16,78580.0,2264.0,39.0,0.0,317.0,중국
325,필리핀에서 한국 싱크대 해준다니 개신난 필리핀 아내 반응!! 가격이..;;| 인생 첫 인덕션 | 한필커플,yU1Sx3DJrio,PINAY TV한필커플 피나이티비,UCPDdt9Iv4cXPEQmyVU_96sw,한필커플 피나이티비 채널은 한국-필리핀 가족의 소소한 행복 브이로그 채널입니다.* 필리핀 아내_연지씨 한국인 남편_피나이아빠 첫째딸_새초미 둘째딸_째깐이 ...,2020-08-13,333823.0,12671.0,185.0,0.0,908.0,필리핀
327,"해외반응 일본반응 &quot;한국과 너무 차이 난다&quot; 미국, 영국, 프랑스 등 전 세계가 일본을 비판하는 이유",0n-wediTaZc,"사건왕-[해외반응, 외신뉴스]",UCAlph4Sj99Zp3WknwvjKckw,"안녕하세요 한국을 포함한 미국, 일본등 전세계 소식과 뉴스 그리고 해외반응을 파헤쳐보는 사건왕입니다. 바쁜시간에 영상시청해주셔서 정말감사드립니다.",2020-08-13,106772.0,0.0,0.0,0.0,181.0,프랑스 영국 미국 일본
328,"&quot;상상초월 한국 모바일 면허증에&quot; 한숨만 나오는, 일본 네티즌 반응",Ngxe7-MkwyI,[글리] 글로벌리플,UCY7Qmb-fbFHozWtuy5P5i4g,"구독하기 https://bit.ly/35W9ovl #해외반응 #외국인반응 #네티즌반응 #모바일신분증 궁금했던 세계의 반응. 글로벌 리플, [글리]입니다. 구독과 좋아요는 큰 힘이 ...",2020-08-13,42259.0,1710.0,30.0,0.0,136.0,일본
330,[일본반응] &quot;한국 엔터테인먼트에 완패다!&quot;기사 &amp;반응기사 그리고 멘붕온 댓글 반응,nz7lOpcrUAo,반응막고돌려차,UC08RJ8l4-rfAEyYHGKCUsLw,해외의 반응을 막고 돌려차는 반응막고돌려차입니다. 좋아요는 사랑입니다. 구독으로 반응막고돌려차 응원하자 - https://bit.ly/3jeDtfP 영상출처 - www.brollstock.com ...,2020-08-13,8866.0,120.0,7.0,0.0,20.0,일본
332,[베트남 반응] 한국에선 불체자 천국으로 만들고 있으면서 지네들은 불체자 없는 청정국가 만들겠다고 하는 야누스 두 얼굴을 가진 베트남 #실시간급상승동영상 #베트남반응 #외국반응,TnH7hogtBLI,호보통• Hobotong,UCnb1ee3LUbr7Up9QAKdtkuA,실시간급상승동영상 #실시간급상승동영상1위 #베트남반응 #일본반응 #일본반응 #외국인반응 #해외반응 #외국반응 #외신반응 안녕하세요. 호보통 (好報通) 입니다 ...,2020-08-12,106499.0,3036.0,74.0,0.0,202.0,베트남
333,[ENG SUB] 된장찌개 외국인 반응: 독일 고등학생 반응 (feat. 한국 여행 w 여사친 &amp; 삼겹살) korean food : trip in Korea,LlM73aPl3dc,peeta,UCoEH0EPCBEe3cyjMhrSZ-pg,"여행 #한국 #된장찌개 #외국인반응 안녕하세요 피타입니다.독일 고딩 친구 라이모, 알렉스와 잡담 국가대항전(feat. Jin) 독일 고딩이 생각하는 한국인, 한식, 한국 ...",2020-08-17,794.0,26.0,0.0,0.0,6.0,독일
334,|중국반응| 中: 야심 가득한 한국? 탄도미사일을 탑재한 핵잠수함 건조 계획 선포! 과연 한국이 막고 싶은 곳은 어느 나라일까?,560Nk4HLzUI,OKASHU,UCPWE1vJybVDM9L82OqsXFzg,"이번 시간에는 핵잠수함 관련 이야기를 소개해 드리려고 합니다. 지난 8월 12일, 중국의 한 언론은 디펜스월드넷의 8월 11일자 보도를 인용하며 한국은 '2021-2025년 ...",2020-08-18,24186.0,1263.0,14.0,0.0,198.0,중국
335,[일본반응] 러시아와 한국의 진정한 주적 일본 ! 아베의 끝없는 영토 야욕의 이유 ! 발칵뒤집힌 상황 ! 해외반응,DZecNjpRP70,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,한국 #일본반응 #해외반응 #러시아 #반응 러시아 푸틴 그리고 강대국 한국 독도에 대한 일본의 야욕은 끝이없군요 ! 국방 군사력 강화를 더욱 추진하여 아베가 더 이상 ...,2020-08-15,14735.0,339.0,15.0,0.0,64.0,러시아 일본
337,[일본반응]일본 엔터테인먼트 한국에 완패 이유는? &#39;일본반응&#39;,4cBJiFHrRL8,Cowboy Moon,UCI0-mCNF_MyS0OEJ8v1qvig,안녕하세요 일통 입니다. #일본반응#일본한류반응#일본과 한국 문화비교#한류 일본반응.,2020-08-18,810.0,23.0,2.0,0.0,17.0,일본
338,[일본반응]아니 일본을 비판한것도 아니고 한국을 칭찬한건데 왜 일본인들이 억울해하지???,a0wqlW6Kvdw,소녀통신 • 조회수239만회,UCjDWkLPAXMbQB5wiwc-BytA,일본 커뮤니티 사이트에 흥미로운 글이 하나 올라왔습니다 얼마전 블룸버그는 한국이 신속한 대응으로 중국사태를 잘 막아냈다는 기사를 내보냈었는데요 사실 이런 ...,2020-08-15,212896.0,5752.0,141.0,0.0,444.0,일본
339,[일본반응] 미국이 기술이전을 거부했던 기술을 한국이 독자개발하자 난리가난 일본반응//한국은 원잠도 갖춘다고해 어떻게 이제 우리,AENB_I5G9cc,소녀통신 • 조회수239만회,UCjDWkLPAXMbQB5wiwc-BytA,얼마전 반가운 소식이 들려왔습니다. 그것은 첨단 레이더로 알려진 AESA 레이더를 국내 독자 기술로 개발하는데 성공했다는 소식이 들려왔기 때문인데요 이기술은 ...,2020-08-13,63246.0,1965.0,53.0,0.0,186.0,미국 일본
340,[해외반응] 전세계 한국의 OLED 최고이라고 해서 질투한 일본이 한국은 무너뜨리러 계획을 나왔다! 해외전문가 빵터진 &quot;성공할수 있을까?&quot; #일본#일본반응#한국반응#해외반응,J2it7Ee0sBs,뉴스탓,UCq2LrVSAavXDBl7dNvdkwlA,"[해외반응] 전세계 한국의 OLED 최고이라고 해서 질투한 일본이 한국은 무너뜨리러 계획을 나왔다! 해외전문가 빵터진 ""성공할수 있을까?"" #일본#일본반응#한국 ...",2020-08-18,443.0,11.0,8.0,0.0,0.0,일본
342,"일본에서 난리난 한국 드라마를 보고 일본인들이 보인 반응 현빈, 손예진은 어쩜 이렇게 젊어 보일까나??",zVmfv313hEc,이슈 페이퍼,UCiYU_bIb2s3VFuC9SMi1igw,"시청해 주셔서 감사합니다. 일본반응#, 해외반응#, #사랑의 불시착, #현빈, #손예진.",2020-08-17,8414.0,96.0,6.0,0.0,6.0,일본
344,"아마존, 전기차 테슬라가 벌이는 미국 로켓전쟁 🚀 한국 시장 반응",4qMQkqyJsnA,뉴스트래커,UC4Dk6KUa9NsSE7MdPm9x3Eg,이번 영상에서는 아마존과 대표적인 전기차 제조사인 테슬라가 미국에서 벌이고 잇는 로켓 경쟁과 한국 통신시장 반응에 대해 살펴보겠습니다. 전기차 기업인 테슬라 ...,2020-08-18,428.0,20.0,1.0,0.0,1.0,미국
345,『일본반응』 &quot;노재팬 1년&quot; 한국 국민 4명 중 3명은 &quot;여전히 불매운동 동참 중&quot; - 이 내용을 본 일본 네티즌의 반응은?,dOdNDEpSs44,지구촌한국 Global Korea,UC-r9MbaiWrWJ0YvEROWZZwQ,일본에 대한 불매운동이 이어진지 1년을 맞이했습니다. 1년간 지속되고 있는 한국의 일본 불매운동에 대한 내용을 본 일본의 반응입니다. BGM ✔️Track ...,2020-08-18,2002.0,47.0,4.0,0.0,20.0,일본
347,[남산뉴스] 독일의 한국 G7 참가 환영에 일본 네티즌 반응 &quot;한편 일본은 당당히 퇴장&quot; / 남산뉴스 / 매일경제TV,p8rHAyUNd_0,매일경제TV,UCnfwIKyFYRuqZzzKBDt6JOA,"독일의 한국 G7 참가 환영에 일본 네티즌 반응 ""한편 일본은 당당히 퇴장"" / 남산뉴스 / 매일경제TV [기획: 조문경 인턴기자 ] #일본반응#G7#일본네티즌반응#트럼프# ...",2020-08-24,3832.0,64.0,5.0,0.0,12.0,독일 일본
348,한국마트에 처음 가본 미국 남자의 반응은?! WOW 우엉차? 인삼 캔디?,J-qZABWFl-c,디디패밀리DeeDee Family,UCG3dFw4AE5BDK-9k_1IouFg,CONNECT WITH ME :) https://www.youtube.com/멜로디맘MelodyMom ❤️INSTAGRAM : @mrsmouserje http://www.instagram.com/deedee_family ...,2020-08-25,309064.0,11627.0,154.0,0.0,564.0,미국
349,쓰레기 불법 투기하는 중국인들을 본 한국 네티즌 반응,v_enzPTf2wo,뉴스킹,UClOg34aPlf3GWZZ6ojt0WYQ,중국상황 #중국근황 #네티즌반응 구독을 누르면 더 많은 영상을 볼 수 있어요--------https://bit.ly/2B0Cj3x.,2020-08-19,82588.0,1002.0,31.0,0.0,254.0,중국
353,중국반응│한국을 배워야 한다│중국과 대만 전문가들이 말하는 한국인의 특징과 배울점│중국어로[路],1ti65mwm2vs,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,"각계 전문가들이 말하는 한국인의 특징 그리고 중국이 배워야 할 점 한국인들은 용맹, 기개, 단결력이 있지 프로정신도 우리보다 한수 위야​ 요즘 많은 나라들이 우리 ...",2020-08-24,463524.0,6694.0,188.0,0.0,747.0,중국 대만
354,중국반응│한국 핵잠수함 개발│주변을 놀라게한 한국의 무기 발전 속도│대한민국 자주국방 믿을 건 오직 스스로의 힘 뿐│중국어로[路],E2hzoVaQAwc,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,지난 10일 국방부는 국방중기계획에서 2030년대 초중반까지 순차적으로 도입하는 3천~4천톤급 잠수함 9척 가운데 3척의 핵잠수함 개발 가능성을 강력히 시사 ...,2020-08-19,806523.0,10189.0,329.0,0.0,978.0,중국
355,[한글자막] 한국의 특수부대 영상을 본 영국군 예비역의 솔직한 반응,MoxN0FzLOuo,데자뷰TV,UCN3oDciDmUPMBqOBE_vUHVQ,"매년 GFI라는 곳에서는 총 138개국을 대상으로 군사력 순위를 발표합니다. 군사력, 경제력 요소뿐만 아니라 50개 이상의 지표를 활용해 순위를 선정하는데 2020년 ...",2020-08-22,909069.0,5704.0,456.0,0.0,1026.0,영국
356,한국을 보라#일본방송#일본반응#한일자막,XurSOMgkKkA,조문주 강의실,UC8WzOoNEJiT_9_lAvvGvvmA,"""한국 경제는 정상, 아시아에서 유일하게 일본만 침몰 중""( 20.8.17 ) 모리나가 타쿠로 : 독쿄대独協大 교수, 경제 애널리스트. 일본어 자막 ...",2020-08-20,270730.0,2778.0,108.0,0.0,242.0,일본
357,[해외반응] &quot;한국은 그냥 선진국이야&quot; 한국의 최저임금이 공개되자 중국과 베트남인이 충격 먹은 이유,Wrdu3vrJXTI,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #중국#베트남#최저임금 한국의 2021년 최저임금이 확정되자 뜬금없이 해외에서 폭발적인 반응 ...,2020-08-20,33088.0,1156.0,53.0,0.0,129.0,중국 베트남
358,[중국반응] 한국 유학 생활을 마치고 중국으로 돌아간 유학생이 걸린 한국병 10가지!,cEJQ3c95qlU,팅동TV 중국속으로,UCqfm9cM8cJBFvTWHNm1bu3Q,오늘은 한국에서 유학 생활을 마치고 중국으로 돌아간 유학생이 작성한 “한국에 갔다 와서 걸린 10가지 한국병”이란 글을 준비했습니다 공부를 위해 한국에 생활 ...,2020-08-19,1429410.0,21836.0,610.0,0.0,814.0,중국
359,[해외반응] 프랑스인이 올린 한국 사진 한 장에 42도 폭염 속 부러워 미치는 해외반응//한국에 사는 기분은 어떨까??,pQNJXYJtWCs,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #프랑스#한국#에어컨.,2020-08-24,236503.0,5389.0,135.0,0.0,383.0,프랑스
