,title,video_id,channel_title,channel_id,description,date,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
0,한국 예능 야구 레전드를 보고 현웃터진 미국인 반응,AEl5RAzF0lQ,BODA 보다,UCoCvTlU0KpNYwnMIgs7MPrA,KBO #한국야구 #예능짤 #MLB 오늘은 미국에서 온 김태균씨와 한국에 레전드 야구 짤들 봤는데요 미국인의 반응은 어떨까요? 영상에서 보시죠! 고고~ ♥ BODA 영상 ...,2020-07-02T10:29:13Z,62865,755,21,0,114
1,해외에서 반응 난리 났다는 한국 디저트,wYp0kz2kgKE,뉴스킹,UClOg34aPlf3GWZZ6ojt0WYQ,"한국 #근황 #해외반응 해외에서 난리라는 한국 디저트 근황 ""돈 걱정 없이 전부 다 먹고 싶어요"" 네티즌 반응은? 구독을 누르면 더 많은 영상을 볼 수 ...",2020-07-03T03:25:31Z,75606,1448,38,0,71
2,&quot;한국 스타일 무섭네!&quot; 한국의 건물사진에 깜짝놀란 스페인 반응과 네티즌 반응,It69uJHJIuA,구네스북,UClHJcrFMOxCEPjjg6WlTmPw,"한국의 건물사진에 깜짝놀란 스페인 반응과 네티즌 반응을 다뤘습니다. * 구네스북 그래픽 디자인은 자체 제작되었고, 자료사진과 자료영상은 라이센스비용을 적법 ...",2020-07-06T03:00:04Z,249430,5237,196,0,390
3,한국 LG OLED TV의인기비결은???해외반응 – 일본이것이 한국의 기술이다!!일본방송에서 극찬하는 반응,1SIA3ukXyhc,데보이,UC9Uf0ZCFKKy65uCOf6oCrOQ,해외반응#한국해외반응#일본 한국 LG OLED TV의 인기비결은??? 해외반응 – 일본 이것이 한국의 기술이다!! 일본방송에서 극찬하는 반응 Music provided by 브금 ...,2020-07-04T14:14:30Z,232245,2439,119,0,148
4,한국 마스크를 처음 써보고 놀라운 반응을 보여주는 이탈리아 남자! 그 이유는?,3LwSAs3eeQA,레만 Reman [로마사는 한국남자],UC0MhsY1Nc467re-66o6xwRg,이탈리아 남자 알레한테 한국 마스크를 선물해주었습니다. 알레 반응이 정말 대박이네요 ㅎㅎ 다시 한 번 선물해주신 분께 감사드립니다. #이탈리아 #한국 #반응.,2020-07-01T12:27:20Z,43407,1455,20,0,65
5,한국 길거리에 대놓고 있는 &#39;이것&#39;에 깜짝 놀란 외국인 반응,j-wy1mVDKBM,에이 스토리 A STORY,UCudezj2i6R94QOPqGJhbZwg,미국에서 온 신아린님은 한국 길거리에서 '이것'을 보고 처음에 너무 놀랐다는데요?! 그녀를 놀라게 했던 대놓고 있는 이것은 뭐였을까요? 궁금하시다면 지금 영상 ...,2020-07-06T09:30:03Z,4117907,29140,713,0,1079
6,한국 애견문화에 크게 충격받은 외국인 강아지 견주 반응ㄷㄷ,4mhxYyF0cA8,CLAB,UC9nLq3rvvi_6J3teWiGCDlA,안녕하세요! 오늘은 러시아에서 온 아설 씨가 출연 해주셨는데요! 개들이 살기 좋은 나라라고 불리는 한국!ㅎㅎ 아설씨가 한국에서 애완견을 왕자님처럼 키우셨다고 ...,2020-07-07T09:51:54Z,3252,152,6,0,16
7,난생 처음 한국PC방을 경험하고 충격받은 미국인 반응,aL5ZnfrdPUU,에이 스토리 A STORY,UCudezj2i6R94QOPqGJhbZwg,오늘은 미국인 에밀리님을 모시고 한국 PC방에 가보았습니다 에밀리님이랑 게임을 같이 해봤는데요 과연 에밀리님은 어떠셨을까요? 궁금하시다면 지금바로 영상 ...,2020-07-03T10:30:01Z,114617,2834,53,0,191
8,한국의 새참을 처음 먹어본 외국인 반응! 만두랑 뽕따러 가자~ [6시 니고향],qoWonyzBD8E,외국인코리아 Creative Den,UCWAFtWIMxR_Qpjh_sWbmwyA,"본 영상은 부안 오디의 제작지원을 받았습니다. 만두와 부안에서 오디를 처음 따봤어요. 오디를 딸 수 있는 기간이 길지 않은데, 운이 좋아서 정말 재미있는 경험 ...",2020-07-07T21:30:04Z,29059,1155,8,0,56
9,[해외반응] 모두가 불가능이라고 포기한 건물을 한국이 건설하자 세계가 경악한 이유,RRwvGpWX-hI,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#외신#외신반응.,2020-07-06T03:00:04Z,40559,1606,35,0,66
10,[해외반응]한국은 전 세계에서 얼마나 강력할까? &#39;100만 조회수&#39;를 기록한 화제의 영상!,A1OgbWfeMrc,정보왕TV,UC12xUBwbC0oY4M_s72D9USw,NowThis World 유튜브: https://youtu.be/67zjH6bV8wo ▷구독하기: http://bitly.kr/r4wRx1uI 전 세계 해외반응이 궁금할 땐 역시~ 정보왕티비! 구독/좋아요/알람설정은 ...,2020-07-05T09:00:02Z,93118,1963,77,0,147
11,"[일본반응] 서양인 &quot;한국 드라마,영화,음악 모두 퀄리티 너무 좋잖아?&quot;",0lI-eJR3m7I,해외네티즌반응,UCWChazNpbbTMk1jCaRSwrvw,"http://www.gasengi.com (가생이닷컴 공식 제휴 채널) ☆ 일본의 여러 방송에서는 사랑의 불시착에 빠져있다는 연예인들의 말도 자주나오고, 일본 언론 및 잡지에서는 ...",2020-07-02T15:30:53Z,146744,2615,66,0,241
12,"[해외반응] 최근 해외 사이트에서 난리난 평범한 한국음식들 모음, 의외로 외국인들이 환장한다는 한국음식들",qVdiocKJzK0,팩튜브,UCMYdWhFzXlu4b7KViEUmTWg,"안녕하세요! 팩트 기반 정보 전달 채널, 팩튜브입니다. 이번 영상에서는 해외 사이트에서 인기라는 한국 음식들에 대해서 알아보았습니다. 이미 유명한 김치나 불고기, ...",2020-07-03T10:00:19Z,290353,4542,136,0,201
13,"[해외반응] 한국 사는 외국인들이 신기해서 찍어  올린 한국의 사진들 모음 , 해외 커뮤니티 반응",7Giq0qhdXQ8,팩튜브,UCMYdWhFzXlu4b7KViEUmTWg,"안녕하세요! 팩트 기반 정보 전달 채널, 팩튜브입니다. 이번 영상에서는 한국에 사는 외국인들이 해외 사이트에 올려 화제가 된 일상 사진들과 그에 대한 해외 반응을 ...",2020-07-04T07:19:03Z,152009,3537,75,0,150
14,한국 국내 KBL 농구 선수 덩크 해외 반응 | Top Korean Dunkers?,7VIJjFVGowM,Grant James 쩸스,UCns5E0I_438AYSEk8yY9hDQ,"한국 국내 KBL 농구 선수들 중에 누가 덩크슛을 제일 잘 할 수 있을까? 이승진, Ben Kil, 하승진, 김종규, 김주성, 김민수, 문태영, 이동준, 장재석, 그리고 김선형 선수 ...",2020-07-05T05:23:10Z,165145,1171,73,0,307
15,중국반응│한국의 신형무기를 분석하는 중국│주변국 긴장시킬만한 대한민국 신형무기들│한국 최신무기 특징 현무4 항공모함 잠수함 탄도미사일│중국어로[路],Bp8zHMZZqTM,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,중국은 물론 주변 나라들이 긴장하고 주시하는 한국의 신형무기들 대한민국의 군사력이 다시한번 떡상합니다! 한국 군사력 증강! ​ #중국반응 #대한민국 #신형무기.,2020-07-04T09:00:02Z,544691,5303,214,0,687
16,한국의사 한마디에 충격받고 한국병원 극찬한 미국인 글 보고 열광하는 해외네티즌 반응  | 미국병원에서 받은 수술에 대한 놀라운 사실을 알게 된 상황,Bkp4gNYuJzg,오땅튜브,UCBcABLsjY43MKEHOQ_Nz6_w,한국의 병원과 의료시스템이 수많은 해외 네티즌들의 찬사를 한몸에 받고 있습니다. 최근 한국병원과 미국병원을 비교한 한 미국네티즌의 생생한 경험담이 최근 미국 ...,2020-07-04T11:03:21Z,2236237,30336,1572,0,3666
17,[해외반응] 한국 도심 한가운데서 외국인들의 이해할 수 없는 행동에 &quot;이 소식을 본 미국에서도 충격&quot;,u_7dWL3hhuA,세상을말하다,UCSIx66_89zLSFOucZuBqxMQ,"구독하기 : https://bit.ly/34TlXrB “나는 지난 주말에 한국의 부산에 있었고, 휴가 중인 미군들은 이렇게 7월 4일을 축하하고 있다” 라는 제목의 글이었으며, 끝으로 “민망 ...",2020-07-06T09:02:44Z,10204,202,12,0,44
18,한국 K-Beauty인기비결은???해외반응 – 일본젊어지는 한국 화장품 제품 해외방송에서 극찬하는 반응,-irbIK4vSls,데보이,UC9Uf0ZCFKKy65uCOf6oCrOQ,해외반응#한국해외반응#일본반응 한국 K-Beauty 인기비결은??? 해외반응 – 일본 젊어지는 한국 화장품 제품 해외방송에서 극찬하는 반응 Music provided by 브금 ...,2020-07-06T07:40:50Z,43072,625,22,0,59
19,[해외반응] 더 이상 한국을 건드리면 참지 않겠다. 전 세계가 한국을 위해 분노하는 이유,V6EkTy58Ow0,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#일본반응#외신반응.,2020-07-03T03:00:14Z,342185,7630,150,0,312
20,[해외반응] 외국인 배구선수가 미국 언론에 극찬한 한국의 K-방역과 시민의식! GS칼텍스 메레타 러츠가 기고문에서 비교한 한미대응 소개! #메레타러츠 #gs칼텍스 #현지반응,ZMoXgMEDDNI,싸인왕GraphKing,UCC8xSDan3DwHRsnGxULjqaA,싸인왕 구독: https://www.youtube.com/channel/UCC8xSDan3DwHRsnGxULjqaA #미국반응 #현지반응 #미국현지반응 #미국반응 #프로배구 #GS #칼텍스 #브이 ...,2020-07-07T00:23:32Z,4156,68,9,0,21
21,해외반응 일본반응 한국 일본 군사 전쟁 ! 현무4 미사일로 침몰 작전 ! 일본 정복 ! 세계 한국군 국방무기 !,UNpl1tDwbDw,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 한국군이 보유한 현무 미사일 그리고 새롭게 개발중인 첨단 현무4 미사일 그밖에도 항공모함 KDDX 이지스 구축함 핵잠수함 KFX ...,2020-07-02T09:31:03Z,114579,1350,72,0,215
22,"[해외반응] 같은 무릎수술을 한국과 미국에서 각각 받아본 미국인 비교 체험기, 한국의 의료서비스 직접받아본 외국인들이 극찬하는 이유",24BOgB40rac,팩튜브,UCMYdWhFzXlu4b7KViEUmTWg,,2020-07-07T09:30:00Z,20727,571,14,0,30
23,[해외반응] &quot;필리핀 베트남 보다 최악의 나라&quot; 한국은 쓰레기통이라 무시했던 영국이 이제는 눈물 흘리며 사과하는 이유,6fdcm4-U1N8,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #해외반응#베트남반응#외신반응.,2020-07-01T05:30:01Z,48476,1881,57,0,125
24,(해외반응)한국어를 알게 되면 수천개의 문이 열린다/한국에서 외국인이 한국어를 구사함으로 어떤 장점과 단점이 있었을까요?  #해외반응 #네티즌반응 #외국인반응,xc1ChMj-9UY,헐이슈 TV,UCcyRTiuJ24CsOCRZdGvx-qw,이번 영상에서는 한국어를 배운 외국인들이 한국에서의 느낀 경험에 관해서 살펴보았습니다. 과연 한국어를 구사함으로 그들은 어떤 장점과 단점이 있었을까요?,2020-07-07T00:15:01Z,7622,138,6,0,16
25,[해외반응] 한국 이용해 세계를 상대로 사기 치다 적발된 베트남 언론사에서 한국 기사가 모두 삭제된 이유,XsXTzsyh_m4,존크TV,UCitaXlLp5Oy0aKmH2_y0xFw,구독하기 : https://bit.ly/39beO6A 영상을 시청해주셔서 감사합니다. #베트남#베트남반응#해외반응.,2020-07-02T03:08:41Z,123762,3141,67,0,343
26,(해외반응) 한국으로 역이민 하고 싶다! 재미교포들의 진지한 고민   #해외반응 #네티즌반응 #외국인반응,87VNYiPNVMw,헐이슈 TV,UCcyRTiuJ24CsOCRZdGvx-qw,이번 영상에서는 불안한 미국 상황속에서 여러가지로 어려움을 겪고 있는 재미교포들의 역이민에 대한 생각을 살펴봅니다...레딧 사이트에서 한 재미교포가 한국으로 ...,2020-07-04T02:00:00Z,3732,78,5,0,58
27,(해외반응) 한국TV프로그램을 본 일본인들 반응/ 일본인 스스로가 진실을 말해도 목소리가 묻힌다.          #해외반응 #일본반응 #네티즌반응,xBAgNyGvuFQ,헐이슈 TV,UCcyRTiuJ24CsOCRZdGvx-qw,이번영상에서는 한국의 TV 프로그램을 본 한 일본인이 트위터에 글을 올려 많은 일본인들의 호응을 받고 있는 소식을 살펴봅니다. 그리고 일본매체에서 소개되었던 2 ...,2020-07-01T00:15:04Z,3449,76,3,0,23
28,해외반응 일본반응 한국의 KFX 전투기 극초음속 미사일로 무장! 충격 경악한 일본 ! 세계 강대국 한국군 !,lCR94v1_jIE,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 한국 공군이 개발하는 첨단 KFX 전투기 에 탑재되는 극초음속 미사일 ! 현무4 미사일 그밖에도 항공모함 대한민국의 놀라운 자랑 ...,2020-07-04T08:07:44Z,47202,733,33,0,65
29,[일본반응] 아이즈원 미야와키 사쿠라 한국에서 급성장 일본 네티즌 반응 &#39;성형운운은 초딩수준 뇌야&#39; (IZ*ONE Miyawaki Sakura),E9l3uljY4fQ,세계댓글,UC8RQXRTUOe_sNqqKgRJd-DQ,[세계댓글] 재미있게 보셨다면 좋아요 구독 부탁드리며 재미있게 봐주셔서 감사합니다. 구독하기 ☞ http://bitly.kr/SpVV5uJivIZ 야후제팬에 아이즈원 미야와키 사쿠라 ...,2020-07-03T03:39:26Z,198690,1733,79,0,435
30,"[해외반응] 미국,스페인 은 물론,일본까지도 한국의 KBO 리그의 교본을 따라서 운영을 하고 있다는데... 그 자세한 내막과 미국 ESPN 이 밝힌 한국야구 인기의 실상은?",VEa8atV7NL8,세상통 해외반응,UCorzNmtkrbCgjF9kpP8werg,"[해외반응] 미국,스페인 은 물론,일본까지도 한국의 KBO 리그의 교본을 따라서 운영을 하고 있다는데... 그 자세한 내막과 미국 ESPN 이 밝힌 한국야구 인기의 실상은 ...",2020-07-05T02:31:18Z,11157,238,10,0,7
31,한국음식을 먹은 그들의 알 수 없는 반응,47-U1mtBeeQ,우프리 TV Woofree,UCch65GDpkg_mgoDEt56xQlw,"정말 맛있어서 맛있다고 한건지, 그냥 립서비스로 맛있다고 한건지 아직도 의문. Music provided by 브금대통령 Track : Ready To Nap ...",2020-07-05T06:52:04Z,6815,254,0,0,51
32,해외반응 일본반응 한국의 미래 첨단 전기차 배터리 기술은 세계 최고 ! 깜짝놀란 일본 ! 기업 경제 순위 !,F2t0a-w7--Y,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 한국의 반도체 다음으로 중요한 미래 먹거리 산업 전기차 배터리 ! 파나소닉을 이기고 일본 정복 까지 가능한 상황이군요 아베 가 ...,2020-07-01T08:12:12Z,18513,434,11,0,11
33,[일본반응] 드디어 한국이 AESA레이더 완제품 개발에 성공! 해외에서도 놀란 기대이상 성능에 일본은 불가능하다며 충격,R0QTPgrMMkY,세상을말하다,UCSIx66_89zLSFOucZuBqxMQ,구독하기 : https://bit.ly/34TlXrB 드디어 주변국과 많은 강대국들을 긴장시킬 한국형 전투기 KFX 개발에 박차를 가해줄 AESA 레이더(위상배열 레이더) 완제품 개발에 ...,2020-07-04T01:00:03Z,16200,369,25,0,34
34,한국과 관련된 전자 안내판을 비난하고 나선 일본네티즌반응과 일본상황,BBsqzLcq_Xo,구네스북,UClHJcrFMOxCEPjjg6WlTmPw,"한국과 관련된 안내판을 비난하고 나선 일본반응과 일본상황을 다뤘습니다. * 구네스북 그래픽 디자인은 자체 제작되었고, 자료사진과 자료영상은 라이센스비용을 ...",2020-07-07T03:00:05Z,108832,2755,79,0,186
35,"[일본반응] 美선정, 세계 최고의 라면은 한국의 &quot;신라면 블랙&quot; &quot;또 재발하는 일본의 열등감&quot;",PQaf-0htLzE,베이비버그 BabyBug,UCwi3lDb3ovlUO_Ds6QfdKqA,"""구독과 좋아요 그리고 ""알림설정""을 꼭 눌러주세요"" ""생각은 댓글에 남겨주세요"" (내용) ▷미국 3대 일간지 '뉴욕타임즈'가 세계에서 가장 맛있는 라면으로.",2020-07-03T10:00:16Z,46670,1281,41,0,193
36,프랑스 남자에게 한국브랜드의 빵을 줘봤어요. 과연 반응은?,bS6M__p8zPU,SOLTUBE솔튜브,UCOLOO8-5PkDL3qTQP1CgkrQ,"안녕하세요, 채널 방문해주셔서 감사드려요! 재미와 유익함을 드리기위해 더 노력하는 솔튜브 되겠습니다. 구독과 좋아요, 댓글은 사랑입니다♥ 유튜브 채널: ...",2020-07-06T10:15:02Z,256,10,0,0,0
37,해외반응 일본반응 한국의 반도체 삼성 영업이익 SSD 수출 대만을 제치고 세계 1위 기업 경제 순위 !,jGfULRqsmao,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 삼성 반도체 SK LG 기업 2분기 영업이익 인기급상승동영상1위 한국 VS 일본 비교 세계 경제 순위 10위에 들어간 한국 반대로 ...,2020-07-07T05:46:09Z,12721,330,13,0,15
38,해외반응 일본반응 한국의 항공모함 KCVX ! 국산 첨단 기술로 개발! 깜짝놀란 일본 ! 세계 강대국 한국군 !,PNbvf9r4cu8,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 인기급상승동영상1위 한국 해군이 개발하는 한국형 항공모함 KCVX ! 함재기는 F-35 항모 전단은 KDDX 이지스 구축함 세종대왕 ...,2020-07-05T11:25:07Z,33587,517,38,0,75
39,"[코스타리카반응] 한국,코스타리카에 마스크 30만개 기부 코스타리카 사회보장청 방송 보도",02Lmir8YutA,남미남자,UCKrXBdpehmqMtSeJBtugvjQ,관련링크* https://www.facebook.com/ccssdecostarica/videos/2047842408673584.,2020-07-03T00:03:57Z,24031,808,9,0,35
40,일본방송에 나온 한국에 있는 대단한 것 [일본반응],nO2FrR7UgWg,모노티비,UCrobJ9EFLovrsaNXtojgHCQ,코엑스에 설치되어 있는 초대형 전광판입니다 일본반응 일본방송 해외반응.,2020-07-06T13:33:05Z,5586,47,4,0,2
41,&quot;기적의 나라 한국!&quot; 국제 올림픽위원회의 한국 극찬에 감동한 해외네티즌 반응,nFgd1v_kfPk,구네스북,UClHJcrFMOxCEPjjg6WlTmPw,"국제 올림픽위원회의 한국 극찬에 감동한 해외네티즌 반응을 다뤘습니다. * 구네스북 그래픽 디자인은 자체 제작되었고, 자료사진과 자료영상은 라이센스비용을 적법 ...",2020-07-02T03:00:03Z,91239,3047,67,0,90
42,"🔥[한국반응 폭발] &#39;인도네시아 KF-X 개발 분담금! 5,000억 못 줘! #KF-X#인도네시아#한국반응",nBLNECbZ3MA,서툰TV,UCcweYi1n6_Ams6Ioao5nadA,한국 방위사업청과 인도네시아 국방부는 2010년 7월 인도네시아가 개발비의 20%를 투자하고 양산시 인도네시아 공군용인 IF-X를 50대 구매하는 내용의 KF-X 공동 ...,2020-07-07T22:00:20Z,712,23,2,0,8
43,🔥[일본반응 폭발] &#39;일본 열도를 뒤집은 한국 클라쓰! #이태원클라쓰#일본반응#넷플릭스,NgbjUuUgopQ,서툰TV,UCcweYi1n6_Ams6Ioao5nadA,지난번 영상에서는 현재 일본에서 큰 인기를 끌고 있는 '사랑의 불시착' 열풍에 대해서 말씀드렸는데요~ 오늘은 '사랑의 불시착'에 버금가는 한국 드라마 '이태원 클라 ...,2020-07-05T20:30:32Z,30815,197,50,0,19
44,해외반응 중국반응 중국인들이 사랑하는 한국 남자연예인은? 김종국 3위 1위는 누구인가 외국인 네티즌반응,GQ7q7m3mcD8,"사건왕-[해외반응, 외신뉴스]",UCAlph4Sj99Zp3WknwvjKckw,안녕하세요 시청자 그리고 구독자님들 사사건건파해치는 사건왕입니다. 바쁜시간에 영상시청해주셔서 정말정말 감사드립니다. 기회가 된다면 다음에 또 뵙고싶네요 ...,2020-07-06T05:29:06Z,1546,0,0,0,9
45,"해외반응 일본반응 일본이 침몰한 이유 ! 반면 , 한국의 놀라운 저력 ! 세계 경제 GDP 순위 !",riGSw9ZRN-U,대고구려제국,UCZcAFmohWEhKP2XA3Zf766g,해외반응 #외국인반응 #네티즌반응 인기급상승동영상1위 한국 VS 일본 비교 세계 경제 순위 10위에 들어간 한국 반대로 아베 일본은 내려가고있군요 대한민국의 ...,2020-07-06T12:06:14Z,14348,371,10,0,17
46,[일본반응] 한국에 위기감을 가져야 한다는 일본인들 반응,Yi6owgMdS1o,소녀통신 • 조회수239만회,UCjDWkLPAXMbQB5wiwc-BytA,일본인들이 댓글을 다는 사이트에 흥미로운 주제가 포스팅 되었습니다 아직도 한국 제품은 품질이 낮다던가 기술력이 없다고말하는 사람은 오히려 일본의 적과 다름 ...,2020-07-01T09:42:33Z,9224,240,12,0,26
47,손흥민 군대 해외반응 │러시아반응│한국 군대가 이렇게 빡세? ㄷㄷㄷ│걱정 한가득│성공복귀 기원!!,aemqi08-bLs,치슬라TB_푸드볼,UCXUGPZD1JMSuC6iATujJoug,,2020-07-05T04:33:31Z,227,4,0,0,0
48,📢[충격적 한국반응] &#39;누구 때문에 일본 국민들은 🔥피눈물 난다!&#39; #일본#아베#도쿄,X-77oRMGy5s,서툰TV,UCcweYi1n6_Ams6Ioao5nadA,"현재 일본 도쿄에서 C19 신규환자가 하루 100명이 이상 발생하고 있다고 합니다. 1일 일본 전국에선 도쿄도 67명, 사이타마현 14명, 오사카부 10명, 가나가와현 6명 ...",2020-07-02T21:00:17Z,173,12,0,0,2
49,나라별 금지곡 리뷰! K-POP 듣다 정신줄 놓아버린 외국인들 어떡하죠;; (feat. 이 노래 웃기지) / 별다리 외사친 [ENG/SPA SUB],zNmFEEQRCKU,별다리 유니버스,UCIuteB_3eGG7s_WvPYeZcOg,최초 공개※ 수능 금지곡 들으며 문제 풀어 본 외국인들! '소주 한 잔'으로 레알 하나된 외국인들! 만취 금지곡부터 해석 금지곡까지 한국 노래 찢.어.버.렸.다.;; ...,2020-07-02T08:00:35Z,85425,2321,27,0,363
50,해외 반응 엄청난 한국 스타일 빙수의 위엄 #네티즌반응,DY_2qcMFDWA,뉴스킹,UClOg34aPlf3GWZZ6ojt0WYQ,한국 #해외반응 #네티즌반응 세계를 휩쓸고 있는 한국 스타일 빙수의 위엄 #네티즌반응 구독을 누르면 더 많은 영상을 볼 수 있어요--------https://bit.ly/2B0Cj3x.,2020-07-14T01:14:14Z,15043,284,15,0,8
51,"변호인 해외반응, 한국에는 이런 대통령이? 실화기반",qroBOoG0-2I,하이채드 Hi Chad,UCY7grSEoAYdkcVpzc3-zUxw,70% 절약 + 1 개월 무료! https://nordvpn.com/hichad 프로모코드: hichad 채드와 채드의 여동생 머라이아가 한국 영화 변호인을 같이 봅니다! 머라이아와 오랜만에 ...,2020-07-09T07:08:10Z,282843,10623,220,0,2118
52,한국 레전드 가수 &#39;나훈아&#39;를 보고 충격받은 외국 할머니 반응 (ft.홍시),18gMg1H4f4M,BODA 보다,UCoCvTlU0KpNYwnMIgs7MPrA,나훈아 #트로트 #외국인반응 오늘은 영국/프랑스에서 오신 외국 할머니가 한국의 레전드 가수 나훈아를 봤는데요 여러분도 캐런 할머니랑 같이 심쿵하셨나요?,2020-07-09T09:11:27Z,115614,2707,43,0,153
53,한국의 수박화채를 처음 먹어본 외국인 반응,U2bhTWrrZbY,CLAB,UC9nLq3rvvi_6J3teWiGCDlA,안녕하세요 오늘은 이란에서 오신 가잘씨가 한국의 여름 별미인 수박화채를 먹어보는 시간을 가졌는데요 과연 가잘씨는 처음보는 수박화채가 입맛에 잘 맞았을까요?,2020-07-08T09:57:22Z,24626,845,11,0,56
54,해외 반응 뜨거워 수출전용으로 만들어진 한국 제품들,m3JY-pfgz8k,뉴스킹,UClOg34aPlf3GWZZ6ojt0WYQ,한국제품 #해외반응 한국에서는 판매하지 않는 해외 수출전용 제품들 구독을 누르면 더 많은 영상을 볼 수 있어요--------https://bit.ly/2B0Cj3x.,2020-07-08T06:31:21Z,53109,542,21,0,46
55,한국 미용실에서 충격받은 외국인 반응,w_OkF86-3Wg,독일 한국 베이비 '독한새끼 ',UC-8MwFF1t-gk1w5jl6U8h5g,미독남 #준오헤어 #이벤트 안녕하세요 오늘은 한국 미용실 준오헤어왔습니다 사실은 제가 아는 지인인데 미독남 채널을 너무 좋아해주셔서 특별히 이벤트를 한다고 ...,2020-07-11T09:00:15Z,11465,307,5,0,36
56,"한국에서 온 어피치 선물 미국아기 반응, 미국생활vlog /국제커플/미국 일상 브이로그/외국에서 살기/외국 브이로그, 미국엄마와 아기/ 미국인와이프 한미국제커플 한국아빠미국엄마",cBqj2rmq8Sg,이사벨아빠 Isabelle Daddy,UC912Q30VlIig5POHn1caiYg,미국생활vlog#한국아빠미국엄마#외국인와이프 안녕하세요 대구에서 태어나 어쩌다보니 미국에 살고 있는 이사벨 아빠입니다. 한국에 살고 있는 이사벨 고모가 선물 ...,2020-07-13T05:00:05Z,285977,5713,54,0,323
57,전세계 오직 한국에서만 가능한 광경을 보고 충격받은 영국인 반응,_2qTqn9dWQI,CLAB,UC9nLq3rvvi_6J3teWiGCDlA,안녕하세요! 오늘은 영국에서 온 에미이씨가 한국에서만 가능한 광경을 보고 충격받으신 내용을 말씀해주셨는데요! 다른나라에서는 전혀 볼 수 없는 한국인들만의 ...,2020-07-13T09:48:11Z,658027,7211,109,0,243
58,중국반응 &amp; 대만반응│한국의 경제력에 대한 그들의 생각│한국이 빠르게 경제 발전할 수 있는 이유│그리고 한국에게서 배워야 할 점은?│중국어로[路]​,XHCFyv0p8nY,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,"한국의 경제 발전에 대한 중국, 대만의 반응입니다 경제위기를 거친 현재 한국의 경제 상황은 어떠한지 한국이 이처럼 빠르게 경제 발전할 수 있던 이유는 무엇인지 ...",2020-07-13T09:00:08Z,503709,8084,301,0,749
59,한국을 재빨리 배우자는 인도반응과 이에 당황하고 있는 중국상황,34mvFFm8jT0,구네스북,UClHJcrFMOxCEPjjg6WlTmPw,"한국을 재빨리 배우자는 인도반응과 이에 당황하고 있는 중국상황을 다뤘습니다. * 구네스북 그래픽 디자인은 자체 제작되었고, 자료사진과 자료영상은 라이센스비용 ...",2020-07-08T03:00:01Z,171668,4613,109,0,118
60,이탈리아에서 한국 음악을 연주하자 놀라운 반응을 보이는 이유! 역대급 반응이네요...,rZ9j90kC-ZQ,레만 Reman [로마사는 한국남자],UC0MhsY1Nc467re-66o6xwRg,"이탈리아 베네치아에서 한국 민요 아리랑이 울려퍼졌습니다. 이 보다 자랑스러울 수 없는데요. 기회가 와서 부탁드렸고, 정말 아리랑이 울려 퍼졌을 때 현지사람들의 ...",2020-07-11T08:56:39Z,32384,1410,28,0,103
61,[해외반응] 한국에서 넘처나는 굴을 보고 믿을 수 없다며 충격 &quot;최고급 요리 재료를...&quot;,208lONEwI0k,세상을말하다,UCSIx66_89zLSFOucZuBqxMQ,구독하기 : https://bit.ly/34TlXrB 많은 해외 사람들이 한국에 오면 깜~~짝 놀라는 일이 있다고 합니다. 무엇 일까요? 한국에서 사람들에게 스테미너 음식을 말해 보라고 ...,2020-07-12T05:00:30Z,231298,3328,111,0,274
62,중국반응│한국과 중국 경제 비교│중국인들이 느끼는 솔직한 중국 경제 상황│중국 경제가 발전하기 위해서는 한국을 배우자│중국어로[路]​​,Zs1eV7qoCVE,중국어로 [路],UCxV6HwAqpzkAN1J2s9LolgQ,"중국인들이 느끼는 한국과 중국의 경제 상황, 차이 그리고 중국 경제의 문제점 발전하기위해서 중국이 나아갈 길 다양한 중국인들의 시각을 알려드립니다. #중국반응 ...",2020-07-08T09:00:16Z,674604,13509,510,0,1260
